,0,1,2,3,4,5,6,7,8,9
0,0.022114259602772662,0.04385512065166677,0.06177420696262254,0.08935651955625887,0.15610168278789027,0.18941557015422944,0.273417464466586,0.26069965128970446,0.27301888880450204,0.2493186561502879
1,0.01621501694081865,0.031159418543321347,0.046249260953091884,0.06992145973762566,0.08833389097202136,0.08671716964176074,0.11100527261651336,0.11735533973901272,0.1231926536404153,0.12616802227212612
2,0.023843238373356047,0.0361140353549515,0.06265398832442223,0.07925570044575975,0.1040046353056466,0.11249758138159595,0.11455932515631426,0.11179816714286755,0.12772536292994632,0.13548622694592558
3,0.02281229292249784,0.037328174528030514,0.06387010305406374,0.07988748412933025,0.0886469820451159,0.10065266262011018,0.11128357125319353,0.10951025142713598,0.11876677261984867,0.11749983136496374
4,0.02237623617248476,0.047494544980096746,0.06276364985654766,0.09735319335879737,0.10446160864703365,0.11707814409071535,0.1311573334646712,0.12504258282208242,0.15572014902554684,0.18061067001616204
5,0.02595950364049213,0.05200293601754493,0.0737598625465412,0.09687288634621695,0.10939160784759093,0.12827314207912507,0.14778258961680454,0.1609635107207461,0.1796645931385408,0.18741895742269282
6,0.025343456516619532,0.06095705163060927,0.08811301336772005,0.09022794313796419,0.10399778752369873,0.11466794685110226,0.14478267168781464,0.14521032146012583,0.13055585562986724,0.15964754763544503
7,0.02942449523041303,0.05718903750116925,0.08802964016887731,0.09947034169897277,0.11123393439584664,0.1413221950744494,0.167271330821277,0.12402685715077498,0.15171356126244556,0.18664526462147732
8,0.0333536028037192,0.06830634439357312,0.09482920214675923,0.09741841524384785,0.11190635765546203,0.164822179093884,0.16750631523046375,0.15293264504413243,0.18894283989871485,0.19920969711431755
9,0.03409978414945155,0.08571813971151285,0.09996861228850432,0.11870571828655144,0.14848174714234857,0.13574426127121497,0.22442359756644936,0.24617967890104295,0.2011728897253123,0.2381205707007186
10,0.04535205113445292,0.0908164689225795,0.10601680365014779,0.11293777096217833,0.17374018183518497,0.1386352244321533,0.17936044806793486,0.16339610515158057,0.21167242583192278,0.2810506516859607
